,country,code,indicator,time,value
8145,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8146,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,23868
8148,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,58313
8149,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,6458
8150,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,805136
8151,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,4386
8152,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8153,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,9811
8154,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8155,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,11794
8156,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,22971
8157,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2528664
8158,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8159,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,148449
8160,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8161,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,142411
8162,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,16173
8163,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,369672
8164,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,63476
8165,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,507660
8166,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8167,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8168,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,254792
8169,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,590121
8170,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8171,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,242650
8172,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8173,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,10869
8174,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8175,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8176,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,215237
8177,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,61548
8178,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,954698
8179,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8180,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,132660
8181,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8182,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,180637
8183,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8184,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8185,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2146926
8186,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,366729
8187,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,211458
8188,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,11132
8189,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,928175
8190,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,9370428
8191,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,41013
8192,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8193,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8194,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8195,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,674412
8196,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,71211
8197,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,238710
8198,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8199,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8200,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8201,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8202,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,217952
8203,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,115944
8204,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8205,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8206,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8207,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8208,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1777498
8209,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8210,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8211,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1438
8212,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8213,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8214,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,420369
8215,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8217,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,413710
8218,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,213112
8219,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,472925
8220,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,179713
8221,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,55134
8222,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2503572
8223,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8224,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,32502
8225,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8226,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8227,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,344500
8228,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2453664
8229,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8230,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8231,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8232,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8233,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2819248
8234,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,80296
8235,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2362815
8236,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,17758870
8237,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,158841
8238,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,288550
8239,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8240,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8241,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1587609
8242,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2488
8243,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,169373
8244,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,236972
8245,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8246,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8247,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8248,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,90606
8249,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8250,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8251,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,459
8252,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8253,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8254,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,2287874
8255,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,141407
8256,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,2242
8257,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,1117804
8258,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,284791
8259,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,180298
8260,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8261,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8262,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,1294535
8263,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8264,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,544434
8265,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,401652
8266,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,5775
8267,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,62910
8268,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,1092
8269,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,5051
8270,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8271,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,104938
8272,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,31129
8273,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,5958135
8274,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8275,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,5607
8276,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,264463
8277,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,41779
8278,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,21856
8279,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,6658
8280,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,137490
8281,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,147631
8282,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
8283,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,912
8284,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,9473
8285,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,18990
8286,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,NA
